transcript_id	gene_id	is_novel	total_count	unique_count	sample_id	em_count	tpm	certainty	multimapping_rate
transcript2032.chr1.nic	ENSG00000117335.21	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript216.chr9.nic	ENSG00000137076.22	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript220.chr5.nic	ENSG00000145675.16	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript223.chr14.nic	ENSG00000129515.20	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript227.chr20.nnic	ENSG00000125970.12	TRUE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript2357.chr6.nnic	novel_gene_chr6_2358	TRUE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript236.chr1.nic	ENSG00000125944.22	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript24.chr7.nic	ENSG00000002822.16	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript244.chr4.nic	ENSG00000174780.17	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript2465.chr6.nic	ENSG00000271793.2	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript279.chr1.nic	ENSG00000133226.19	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript280.chr2.nnic	ENSG00000152518.8	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript293.chr10.nic	ENSG00000172661.20	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript295.chr8.nnic	novel_gene_chr8_296	TRUE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript32.chr15.nnic	novel_gene_chr15_33	TRUE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript321.chr14.nnic	novel_gene_chr14_322	TRUE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript323.chr15.nic	ENSG00000137776.17	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript346.chr4.nnic	ENSG00000138772.13	TRUE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript351.chr15.nic	ENSG00000140416.26	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript405.chr2.nic	ENSG00000197329.12	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript408.chr19.nic	ENSG00000130816.17	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript444.chr17.nic	ENSG00000178691.12	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript46.chr21.nic	ENSG00000156256.15	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript476.chr22.nic	ENSG00000196419.13	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript483.chr5.nnic	novel_gene_chr5_484	TRUE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript485.chr15.nnic	ENSG00000275527.2	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript503.chr16.nnic	novel_gene_chr16_504	TRUE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript558.chr4.nic	ENSG00000164022.18	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript589.chr2.nic	ENSG00000132305.22	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript607.chr19.nnic	novel_gene_chr19_608	TRUE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript64.chr17.nic	ENSG00000141456.16	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript66.chr3.nnic	novel_gene_chr3_67	TRUE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript672.chr17.nic	ENSG00000004939.16	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript702.chr5.nnic	novel_gene_chr5_703	TRUE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript719.chr10.nic	ENSG00000107872.14	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript74.chr13.nic	ENSG00000152520.14	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript741.chr10.nnic	novel_gene_chr10_742	TRUE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript774.chr17.nic	ENSG00000004897.12	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript796.chr12.nnic	ENSG00000090382.7	TRUE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript809.chr19.nic	ENSG00000064490.14	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript813.chr11.nnic	novel_gene_chr11_826	TRUE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript827.chr2.nic	ENSG00000088205.13	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript91.chr15.nic	ENSG00000128829.12	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
transcript992.chr17.nnic	ENSG00000266402.6	FALSE	5	5	SAMEA117622252	5	7.45796689855972	1	0
ENST00000372969.8	ENSG00000168653.11	FALSE	7	4	SAMEA117622252	4.85714285714286	7.24488213002944	0.571428571428571	0.428571428571429
ENST00000376185.5	ENSG00000254870.5	FALSE	7	4	SAMEA117622252	4.85714285714286	7.24488213002944	0.571428571428571	0.428571428571429
ENST00000232744.13	ENSG00000114626.18	FALSE	5	4	SAMEA117622252	4.8	7.15964822261733	0.8	0.2
ENST00000262633.9	ENSG00000126254.12	FALSE	6	4	SAMEA117622252	4.8	7.15964822261733	0.666666666666667	0.333333333333333
ENST00000265260.8	ENSG00000081154.12	FALSE	5	4	SAMEA117622252	4.8	7.15964822261733	0.8	0.2
ENST00000374514.8	ENSG00000011009.12	FALSE	6	3	SAMEA117622252	4.8	7.15964822261733	0.5	0.5
ENST00000460265.5	ENSG00000113368.12	FALSE	6	3	SAMEA117622252	4.8	7.15964822261733	0.5	0.5
ENST00000502976.5	ENSG00000169714.17	FALSE	5	4	SAMEA117622252	4.8	7.15964822261733	0.8	0.2
ENST00000588161.5	ENSG00000126254.12	FALSE	6	4	SAMEA117622252	4.8	7.15964822261733	0.666666666666667	0.333333333333333
ENST00000593256.6	ENSG00000105518.14	FALSE	5	4	SAMEA117622252	4.8	7.15964822261733	0.8	0.2
ENST00000651354.1	ENSG00000129103.19	FALSE	5	3	SAMEA117622252	4.8	7.15964822261733	0.6	0.4
ENST00000621846.4	ENSG00000117448.14	FALSE	5	4	SAMEA117622252	4.75569065004489	7.09355668956495	0.8	0.2
ENST00000391946.7	ENSG00000104892.17	FALSE	5	4	SAMEA117622252	4.66666666666667	6.9607691053224	0.8	0.2
ENST00000373030.8	ENSG00000101052.13	FALSE	6	2	SAMEA117622252	4.66666666666667	6.9607691053224	0.333333333333333	0.666666666666667
ENST00000275428.9	ENSG00000006625.18	FALSE	6	3	SAMEA117622252	4.62857142857143	6.90394650038099	0.5	0.5
ENST00000359435.8	ENSG00000105393.16	FALSE	6	4	SAMEA117622252	4.61538461538461	6.88427713713205	0.666666666666667	0.333333333333333
ENST00000464889.7	ENSG00000120265.21	FALSE	5	4	SAMEA117622252	4.57142857142857	6.81871259296888	0.8	0.2
ENST00000526464.6	ENSG00000008517.19	FALSE	5	4	SAMEA117622252	4.57142857142857	6.81871259296888	0.8	0.2
transcript499.chr7.nic	ENSG00000169919.17	FALSE	5	4	SAMEA117622252	4.57142857142857	6.81871259296888	0.8	0.2
transcript995.chr2.nic	ENSG00000138398.17	FALSE	5	4	SAMEA117622252	4.57142857142857	6.81871259296888	0.8	0.2
ENST00000262302.14	ENSG00000095906.17	FALSE	5	4	SAMEA117622252	4.5	6.71217020870375	0.8	0.2
ENST00000265044.7	ENSG00000114850.7	FALSE	9	0	SAMEA117622252	4.5	6.71217020870375	0	1
ENST00000309032.8	ENSG00000002330.14	FALSE	5	3	SAMEA117622252	4.5	6.71217020870375	0.6	0.4
ENST00000320912.8	ENSG00000179010.16	FALSE	7	2	SAMEA117622252	4.5	6.71217020870375	0.285714285714286	0.714285714285714
ENST00000373209.2	ENSG00000180644.8	FALSE	5	3	SAMEA117622252	4.5	6.71217020870375	0.6	0.4
ENST00000382581.5	ENSG00000179010.16	FALSE	7	2	SAMEA117622252	4.5	6.71217020870375	0.285714285714286	0.714285714285714
ENST00000476217.5	ENSG00000114850.7	FALSE	9	0	SAMEA117622252	4.5	6.71217020870375	0	1
ENST00000647557.2	ENSG00000104824.18	FALSE	10	3	SAMEA117622252	4.5	6.71217020870375	0.3	0.7
transcript712.chr1.nic	ENSG00000198520.12	FALSE	5	4	SAMEA117622252	4.5	6.71217020870375	0.8	0.2
transcript74.chr22.nic	ENSG00000183597.16	FALSE	5	3	SAMEA117622252	4.5	6.71217020870375	0.6	0.4
ENST00000526683.6	ENSG00000179950.15	FALSE	5	4	SAMEA117622252	4.44444444444444	6.62930390983086	0.8	0.2
transcript1164.chr19.nnic	ENSG00000105402.8	TRUE	8	4	SAMEA117622252	4.43243243243243	6.61138687223672	0.5	0.5
transcript369.chr14.nic	ENSG00000100526.21	FALSE	5	4	SAMEA117622252	4.4	6.56301087073255	0.8	0.2
ENST00000350592.7	ENSG00000143612.21	FALSE	5	4	SAMEA117622252	4.36363636363636	6.5087711114703	0.8	0.2
ENST00000514682.5	ENSG00000145425.10	FALSE	77	4	SAMEA117622252	4.34999271301191	6.48842033252376	0.051948051948052	0.948051948051948
ENST00000434724.7	ENSG00000103342.13	FALSE	7	3	SAMEA117622252	4.29890096617623	6.41221222118574	0.428571428571429	0.571428571428571
ENST00000341116.7	ENSG00000128309.18	FALSE	5	4	SAMEA117622252	4.28571428571429	6.39254305590833	0.8	0.2
transcript139.chr18.nic	ENSG00000101782.15	FALSE	5	4	SAMEA117622252	4.28571428571429	6.39254305590833	0.8	0.2
ENST00000372209.3	ENSG00000142937.12	FALSE	36	4	SAMEA117622252	4.21694915254237	6.28997343851409	0.111111111111111	0.888888888888889
ENST00000321757.11	ENSG00000038274.18	FALSE	5	3	SAMEA117622252	4.2	6.26469219479016	0.6	0.4
ENST00000327761.7	ENSG00000068028.18	FALSE	5	3	SAMEA117622252	4.2	6.26469219479016	0.6	0.4
ENST00000367999.9	ENSG00000143224.18	FALSE	5	3	SAMEA117622252	4.2	6.26469219479016	0.6	0.4
ENST00000400090.7	ENSG00000154723.13	FALSE	5	4	SAMEA117622252	4.19047619047619	6.25048654355481	0.8	0.2
ENST00000600467.6	ENSG00000105372.8	FALSE	20	4	SAMEA117622252	4.09682299546142	6.11079405788191	0.2	0.8
ENST00000541210.5	ENSG00000088992.18	FALSE	5	4	SAMEA117622252	4.06451612903226	6.06260534979693	0.8	0.2
ENST00000440191.6	ENSG00000156976.17	FALSE	10	2	SAMEA117622252	4.06349206349206	6.06107786041679	0.2	0.8
ENST00000540029.5	ENSG00000166947.15	FALSE	5	4	SAMEA117622252	4.05071422336225	6.04201851867214	0.8	0.2
ENST00000496387.5	ENSG00000173660.12	FALSE	5	4	SAMEA117622252	4.04761904761905	6.03740177502453	0.8	0.2
ENST00000509736.5	ENSG00000145425.10	FALSE	10	4	SAMEA117622252	4.02651933701657	6.00592958637605	0.4	0.6
ENST00000534180.1	ENSG00000167996.16	FALSE	6	4	SAMEA117622252	4.0078431372549	5.97807229045336	0.666666666666667	0.333333333333333
ENST00000002165.11	ENSG00000001036.14	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000008180.13	ENSG00000008517.19	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000052569.10	ENSG00000047932.14	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000158771.9	ENSG00000072849.11	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000177742.7	ENSG00000074071.15	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000186436.10	ENSG00000075568.17	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000206020.8	ENSG00000091640.8	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000206542.9	ENSG00000092094.11	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000209873.9	ENSG00000094914.14	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000216124.10	ENSG00000100299.18	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000216416.9	ENSG00000100528.12	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000217456.3	ENSG00000101474.12	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000217901.10	ENSG00000067829.20	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000218516.4	ENSG00000102393.15	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000219252.10	ENSG00000102978.13	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000219313.9	ENSG00000103035.11	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000221972.8	ENSG00000105369.10	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000222330.8	ENSG00000105723.13	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000222990.8	ENSG00000106266.11	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000223029.8	ENSG00000106305.10	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000223324.3	ENSG00000106591.4	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000225603.9	ENSG00000108468.15	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000228918.9	ENSG00000111321.11	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000230895.11	ENSG00000112977.16	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000233379.9	ENSG00000115042.10	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000233893.10	ENSG00000115541.11	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000237264.9	ENSG00000028839.10	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000242827.11	ENSG00000123179.14	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000245206.10	ENSG00000125166.13	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000249299.7	ENSG00000128534.8	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000251303.11	ENSG00000132207.19	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000252506.11	ENSG00000130222.11	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000253413.10	ENSG00000131100.13	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000254286.9	ENSG00000131966.14	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000255174.3	ENSG00000132823.11	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000256996.9	ENSG00000134574.12	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000258787.12	ENSG00000136286.16	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000261739.9	ENSG00000076513.17	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000262300.13	ENSG00000127564.17	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000262948.10	ENSG00000126934.15	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000262962.12	ENSG00000105248.16	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000263655.4	ENSG00000119865.9	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000263702.11	ENSG00000116353.16	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000264156.3	ENSG00000076003.5	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000264312.12	ENSG00000109180.15	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000264474.4	ENSG00000121552.4	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000265838.9	ENSG00000075239.15	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000266126.10	ENSG00000119718.11	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000266458.10	ENSG00000139112.11	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000268802.10	ENSG00000141101.13	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000268896.10	ENSG00000141179.14	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000269886.7	ENSG00000141985.9	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000270451.6	ENSG00000171425.10	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000272438.9	ENSG00000144043.13	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000273550.12	ENSG00000167996.16	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000274849.3	ENSG00000146109.5	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000279146.8	ENSG00000110711.11	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000279839.8	ENSG00000150316.12	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000280326.9	ENSG00000150753.12	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000282999.7	ENSG00000153037.15	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000283629.8	ENSG00000153560.12	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000285407.11	ENSG00000155090.15	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000286953.8	ENSG00000156411.10	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000288937.7	ENSG00000158042.9	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000290551.5	ENSG00000159388.6	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000291842.10	ENSG00000160410.15	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000292363.10	ENSG00000070423.18	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000294168.8	ENSG00000162227.8	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000294258.8	ENSG00000162300.13	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000296490.8	ENSG00000164091.12	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000296511.10	ENSG00000164111.15	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000297508.8	ENSG00000164877.19	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000299335.8	ENSG00000166260.13	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000299381.5	ENSG00000166295.9	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000299529.7	ENSG00000166426.8	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000300035.9	ENSG00000166803.14	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000300278.8	ENSG00000159140.23	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000301057.8	ENSG00000167543.16	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000301686.13	ENSG00000130731.16	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000301964.7	ENSG00000171148.14	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000302362.11	ENSG00000172301.11	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000303400.9	ENSG00000090316.16	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000304218.6	ENSG00000168298.7	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000307845.8	ENSG00000115756.13	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000308110.9	ENSG00000172732.12	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000309522.8	ENSG00000138796.18	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000310331.3	ENSG00000243056.2	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000311413.5	ENSG00000173456.5	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000312037.6	ENSG00000164587.13	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000313056.10	ENSG00000181396.13	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000313349.3	ENSG00000179833.4	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000315082.9	ENSG00000140983.15	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000315732.3	ENSG00000181817.6	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000315927.9	ENSG00000180667.11	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000316052.6	ENSG00000178896.9	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000316660.7	ENSG00000141682.12	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000316788.12	ENSG00000177879.17	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000316804.10	ENSG00000177885.15	FALSE	7	1	SAMEA117622252	4	5.96637351884777	0.142857142857143	0.857142857142857
ENST00000318364.13	ENSG00000055950.17	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000318410.12	ENSG00000164961.16	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000320676.11	ENSG00000147274.14	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000321030.9	ENSG00000105618.14	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000321169.10	ENSG00000131373.15	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000321297.10	ENSG00000168010.11	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000321521.13	ENSG00000145725.21	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000322090.8	ENSG00000146729.10	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000323274.15	ENSG00000176890.16	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000323668.11	ENSG00000070814.22	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000324868.13	ENSG00000139131.13	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000324913.10	ENSG00000125611.16	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000325844.9	ENSG00000181991.16	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000325954.9	ENSG00000022840.17	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000326912.8	ENSG00000178057.15	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000327490.8	ENSG00000185262.9	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000328273.11	ENSG00000156873.16	FALSE	4	3	SAMEA117622252	4	5.96637351884777	0.75	0.25
ENST00000328664.9	ENSG00000187010.21	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000330263.5	ENSG00000053372.5	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000330579.6	ENSG00000184967.7	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000331808.5	ENSG00000182108.11	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000332859.11	ENSG00000184900.16	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000333651.11	ENSG00000064961.19	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000333926.6	ENSG00000122873.12	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000334220.9	ENSG00000119689.15	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000334295.9	ENSG00000134779.15	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000336053.10	ENSG00000092199.19	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000336854.9	ENSG00000123395.15	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000337190.7	ENSG00000123933.17	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000338128.13	ENSG00000105655.19	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000339093.7	ENSG00000142546.14	FALSE	8	0	SAMEA117622252	4	5.96637351884777	0	1
ENST00000339834.10	ENSG00000166275.16	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000341333.10	ENSG00000164081.13	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000342245.9	ENSG00000166311.10	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000343470.9	ENSG00000145220.14	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000343625.12	ENSG00000105122.13	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000344517.5	ENSG00000135776.5	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000344877.10	ENSG00000141552.18	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000345057.9	ENSG00000102871.16	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000345496.7	ENSG00000184787.19	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000345728.10	ENSG00000149781.14	FALSE	5	3	SAMEA117622252	4	5.96637351884777	0.6	0.4
ENST00000350060.10	ENSG00000089820.17	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000352410.9	ENSG00000178802.18	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000355693.5	ENSG00000181924.8	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000355758.9	ENSG00000122299.12	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000356554.7	ENSG00000198162.12	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000356577.10	ENSG00000159140.23	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000356998.8	ENSG00000100060.18	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000358932.9	ENSG00000100814.19	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000359282.9	ENSG00000197111.16	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000359611.4	ENSG00000278677.2	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000359944.10	ENSG00000136521.13	FALSE	4	2	SAMEA117622252	4	5.96637351884777	0.5	0.5
ENST00000360244.8	ENSG00000117362.13	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000360426.8	ENSG00000124214.21	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000361114.10	ENSG00000107745.20	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000361188.9	ENSG00000198901.14	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000361441.5	ENSG00000244509.4	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
ENST00000366923.8	ENSG00000136628.18	FALSE	4	4	SAMEA117622252	4	5.96637351884777	1	0
