sample_id	ec_id	transcripts	count	ec_size	ec_type
SAMEA117622252	917	ENST00000373030.8	2	1	unique
SAMEA117622252	918	transcript338.chr5.nnic	1	1	unique
SAMEA117622252	919	ENST00000368521.10	1	1	unique
SAMEA117622252	920	transcript381.chr9.nnic	2	1	unique
SAMEA117622252	921	transcript424.chr9.nnic	3	1	unique
SAMEA117622252	922	ENST00000435575.5	2	1	unique
SAMEA117622252	923	transcript261.chr5.nnic	5	1	unique
SAMEA117622252	924	ENST00000321521.13	5	1	unique
SAMEA117622252	925	ENST00000321521.13|transcript266.chr22.nnic	1	2	multi
SAMEA117622252	926	ENST00000321521.13|transcript177.chr21.nnic|transcript266.chr22.nnic	7	3	multi
SAMEA117622252	927	ENST00000264335.13	3	1	unique
SAMEA117622252	928	transcript177.chr21.nnic	1	1	unique
SAMEA117622252	929	transcript266.chr22.nnic	2	1	unique
SAMEA117622252	930	ENST00000290330.7	1	1	unique
SAMEA117622252	931	ENST00000380707.9	1	1	unique
SAMEA117622252	932	ENST00000436828.5	2	1	unique
SAMEA117622252	933	ENST00000379530.7	1	1	unique
SAMEA117622252	934	ENST00000268389.6	1	1	unique
SAMEA117622252	935	ENST00000458478.6	1	1	unique
SAMEA117622252	936	transcript742.chr2.nnic	4	1	unique
SAMEA117622252	937	transcript264.chr5.nnic	1	1	unique
SAMEA117622252	938	ENST00000438747.7	3	1	unique
SAMEA117622252	939	transcript659.chr5.nic	1	1	unique
SAMEA117622252	940	ENST00000343028.9	3	1	unique
SAMEA117622252	941	ENST00000440971.4	2	1	unique
SAMEA117622252	942	ENST00000442157.2	2	1	unique
SAMEA117622252	943	transcript210.chr17.nnic	1	1	unique
SAMEA117622252	944	ENST00000442668.7	2	1	unique
SAMEA117622252	945	ENST00000341333.10	2	1	unique
SAMEA117622252	946	transcript499.chr7.nic	1	1	unique
SAMEA117622252	947	ENST00000369103.3	3	1	unique
SAMEA117622252	948	ENST00000443864.6	2	1	unique
SAMEA117622252	949	transcript372.chr17.nnic	2	1	unique
SAMEA117622252	950	ENST00000253413.10	2	1	unique
SAMEA117622252	951	ENST00000324685.11	5	1	unique
SAMEA117622252	952	ENST00000443938.6	2	1	unique
SAMEA117622252	953	ENST00000444119.7	2	1	unique
SAMEA117622252	954	ENST00000380701.8	1	1	unique
SAMEA117622252	955	ENST00000367506.10	1	1	unique
SAMEA117622252	956	transcript1213.chr1.nic|ENST00000375898.4	1	2	multi
SAMEA117622252	957	ENST00000376073.8|ENST00000397124.5	1	2	multi
SAMEA117622252	958	ENST00000374213.3	1	1	unique
SAMEA117622252	959	transcript194.chr5.nnic|ENST00000360642.7	286	2	multi
SAMEA117622252	960	ENST00000473414.6	108	1	unique
SAMEA117622252	961	ENST00000485793.5	11	1	unique
SAMEA117622252	962	ENST00000360642.7	1	1	unique
SAMEA117622252	963	transcript336.chr10.nnic	6	1	unique
SAMEA117622252	964	ENST00000413042.3|ENST00000413140.5	1	2	multi
SAMEA117622252	965	ENST00000413440.5	1	1	unique
SAMEA117622252	966	ENST00000413518.6	1	1	unique
SAMEA117622252	967	ENST00000413140.5	1	1	unique
SAMEA117622252	968	ENST00000445427.2	5	1	unique
SAMEA117622252	969	ENST00000332830.9	1	1	unique
SAMEA117622252	970	transcript362.chr20.nic	1	1	unique
SAMEA117622252	971	ENST00000588629.1	3	1	unique
SAMEA117622252	972	ENST00000377795.7	1	1	unique
SAMEA117622252	973	ENST00000218758.10	5	1	unique
SAMEA117622252	974	ENST00000602398.3	1	1	unique
SAMEA117622252	975	transcript600.chr1.nic	1	1	unique
SAMEA117622252	976	ENST00000467237.5	3	1	unique
SAMEA117622252	977	ENST00000372546.9	5	1	unique
SAMEA117622252	978	transcript2804.chr6.nnic	4	1	unique
SAMEA117622252	979	transcript885.chr17.nic	9	1	unique
SAMEA117622252	980	ENST00000476217.5	1	1	unique
SAMEA117622252	981	transcript609.chr19.nnic	1	1	unique
SAMEA117622252	982	ENST00000544537.2	1	1	unique
SAMEA117622252	983	ENST00000394532.7	1	1	unique
SAMEA117622252	984	ENST00000716905.1	3	1	unique
SAMEA117622252	985	transcript1004.chr7.nnic	1	1	unique
SAMEA117622252	986	transcript595.chr14.nic	4	1	unique
SAMEA117622252	987	transcript216.chr9.nic	6	1	unique
SAMEA117622252	988	ENST00000337619.11	5	1	unique
SAMEA117622252	989	ENST00000396958.8|ENST00000337619.11	1	2	multi
SAMEA117622252	990	ENST00000396958.8	2	1	unique
SAMEA117622252	991	transcript1152.chr7.nnic	2	1	unique
SAMEA117622252	992	ENST00000287600.9	1	1	unique
SAMEA117622252	993	ENST00000372022.6	1	1	unique
SAMEA117622252	994	ENST00000366835.8	8	1	unique
SAMEA117622252	995	ENST00000371732.10	1	1	unique
SAMEA117622252	996	ENST00000229758.8	4	1	unique
SAMEA117622252	997	ENST00000267205.7	2	1	unique
SAMEA117622252	998	transcript1302.chr6.nnic	1	1	unique
SAMEA117622252	999	ENST00000233893.10	2	1	unique
SAMEA117622252	1000	ENST00000233893.10|ENST00000371568.8	5	2	multi
SAMEA117622252	1001	ENST00000371568.8	2	1	unique
SAMEA117622252	1002	ENST00000394852.8|ENST00000368347.8	1	2	multi
SAMEA117622252	1003	ENST00000265100.6	1	1	unique
SAMEA117622252	1004	ENST00000225603.9	1	1	unique
SAMEA117622252	1005	transcript163.chr6.nnic	2	1	unique
SAMEA117622252	1006	ENST00000707071.1	2	1	unique
SAMEA117622252	1007	transcript415.chr1.nic	1	1	unique
SAMEA117622252	1008	ENST00000270538.8	7	1	unique
SAMEA117622252	1009	transcript999.chr2.nnic	1	1	unique
SAMEA117622252	1010	ENST00000436146.2	2	1	unique
SAMEA117622252	1011	transcript867.chr8.nic	1	1	unique
SAMEA117622252	1012	ENST00000515205.1	3	1	unique
SAMEA117622252	1013	ENST00000590943.6	1	1	unique
SAMEA117622252	1014	ENST00000393888.1	1	1	unique
SAMEA117622252	1015	transcript619.chr8.nic	1	1	unique
SAMEA117622252	1016	ENST00000300026.4	1	1	unique
SAMEA117622252	1017	ENST00000451728.6	1	1	unique
SAMEA117622252	1018	ENST00000525428.6	3	1	unique
SAMEA117622252	1019	ENST00000651416.1	1	1	unique
SAMEA117622252	1020	ENST00000421807.7	2	1	unique
SAMEA117622252	1021	ENST00000433675.1	1	1	unique
SAMEA117622252	1022	ENST00000336032.4	7	1	unique
SAMEA117622252	1023	ENST00000409906.9	1	1	unique
SAMEA117622252	1024	ENST00000370339.8	1	1	unique
SAMEA117622252	1025	ENST00000441711.6	1	1	unique
SAMEA117622252	1026	ENST00000441800.5	2	1	unique
SAMEA117622252	1027	ENST00000416967.1	1	1	unique
SAMEA117622252	1028	ENST00000316629.8	6	1	unique
SAMEA117622252	1029	transcript704.chr1.nnic	1	1	unique
SAMEA117622252	1030	transcript919.chr1.nic	1	1	unique
SAMEA117622252	1031	ENST00000456935.7	2	1	unique
SAMEA117622252	1032	ENST00000370272.9	2	1	unique
SAMEA117622252	1033	ENST00000618958.2	3	1	unique
SAMEA117622252	1034	transcript313.chr5.nnic	1	1	unique
SAMEA117622252	1035	ENST00000466405.1	7	1	unique
SAMEA117622252	1036	ENST00000467843.6	2	1	unique
SAMEA117622252	1037	ENST00000471696.6	2	1	unique
SAMEA117622252	1038	ENST00000289902.2	1	1	unique
SAMEA117622252	1039	transcript682.chr5.nnic	237	1	unique
SAMEA117622252	1040	transcript682.chr5.nnic|transcript346.chr17.nic	8	2	multi
SAMEA117622252	1041	ENST00000359151.8	4	1	unique
SAMEA117622252	1042	transcript346.chr17.nic	6	1	unique
SAMEA117622252	1043	transcript162.chr8.nnic	1	1	unique
SAMEA117622252	1044	transcript745.chr8.nic	1	1	unique
SAMEA117622252	1045	transcript1313.chr6.nnic	6	1	unique
SAMEA117622252	1046	ENST00000479613.5	2	1	unique
SAMEA117622252	1047	transcript4.chr18.nic	2	1	unique
SAMEA117622252	1048	ENST00000346365.9	2	1	unique
SAMEA117622252	1049	ENST00000482016.6	2	1	unique
SAMEA117622252	1050	ENST00000483350.1	3	1	unique
SAMEA117622252	1051	ENST00000450554.6	1	1	unique
SAMEA117622252	1052	ENST00000646651.1	1	1	unique
SAMEA117622252	1053	ENST00000369063.8	1	1	unique
SAMEA117622252	1054	ENST00000680459.1	1	1	unique
SAMEA117622252	1055	ENST00000296444.7	1	1	unique
SAMEA117622252	1056	ENST00000612337.4	1	1	unique
SAMEA117622252	1057	ENST00000493230.5	2	1	unique
SAMEA117622252	1058	ENST00000494282.6	4	1	unique
SAMEA117622252	1059	ENST00000400137.9	1	1	unique
SAMEA117622252	1060	ENST00000377575.3	1	1	unique
SAMEA117622252	1061	ENST00000498406.1	3	1	unique
SAMEA117622252	1062	ENST00000356208.10	4	1	unique
SAMEA117622252	1063	ENST00000368654.8	1	1	unique
SAMEA117622252	1064	ENST00000588454.6	2	1	unique
SAMEA117622252	1065	transcript27.chr20.nnic	1	1	unique
SAMEA117622252	1066	ENST00000370853.8	1	1	unique
SAMEA117622252	1067	transcript1032.chr2.nic	10	1	unique
SAMEA117622252	1068	transcript2738.chr6.nnic	3	1	unique
SAMEA117622252	1069	ENST00000389032.8	1	1	unique
SAMEA117622252	1070	ENST00000389120.8	1	1	unique
SAMEA117622252	1071	ENST00000028008.9	1	1	unique
SAMEA117622252	1072	ENST00000305784.7	1	1	unique
SAMEA117622252	1073	ENST00000368046.8	1	1	unique
SAMEA117622252	1074	ENST00000517490.6	2	1	unique
SAMEA117622252	1075	ENST00000294413.13	1	1	unique
SAMEA117622252	1076	ENST00000348257.9	1	1	unique
SAMEA117622252	1077	ENST00000329267.9	1	1	unique
SAMEA117622252	1078	ENST00000523111.7	2	1	unique
SAMEA117622252	1079	ENST00000301587.9	1	1	unique
SAMEA117622252	1080	ENST00000588760.1	5	1	unique
SAMEA117622252	1081	ENST00000525807.6	5	1	unique
SAMEA117622252	1082	ENST00000367943.5	6	1	unique
SAMEA117622252	1083	ENST00000602117.1	8	1	unique
SAMEA117622252	1084	ENST00000313601.11|ENST00000602117.1	1	2	multi
SAMEA117622252	1085	ENST00000568641.2	1	1	unique
SAMEA117622252	1086	ENST00000313601.11	5	1	unique
SAMEA117622252	1087	ENST00000305885.3	2	1	unique
SAMEA117622252	1088	ENST00000532504.5	3	1	unique
SAMEA117622252	1089	ENST00000537267.5	2	1	unique
SAMEA117622252	1090	ENST00000537701.5	3	1	unique
SAMEA117622252	1091	ENST00000395284.8	2	1	unique
SAMEA117622252	1092	ENST00000483858.5	1	1	unique
SAMEA117622252	1093	ENST00000285407.11	1	1	unique
SAMEA117622252	1094	ENST00000543235.5	2	1	unique
SAMEA117622252	1095	ENST00000546395.5	2	1	unique
SAMEA117622252	1096	ENST00000344034.5	2	1	unique
SAMEA117622252	1097	ENST00000547026.6	2	1	unique
SAMEA117622252	1098	ENST00000549701.6	3	1	unique
SAMEA117622252	1099	ENST00000248378.6	5	1	unique
SAMEA117622252	1100	ENST00000527432.5	1	1	unique
SAMEA117622252	1101	ENST00000552235.2	2	1	unique
SAMEA117622252	1102	ENST00000394288.7	2	1	unique
SAMEA117622252	1103	transcript872.chr9.nic	2	1	unique
SAMEA117622252	1104	transcript475.chr4.nnic	3	1	unique
SAMEA117622252	1105	ENST00000407464.7	1	1	unique
SAMEA117622252	1106	ENST00000255977.7	2	1	unique
SAMEA117622252	1107	ENST00000464322.5	5	1	unique
SAMEA117622252	1108	ENST00000328273.11	1	1	unique
SAMEA117622252	1109	ENST00000393600.8	1	1	unique
SAMEA117622252	1110	ENST00000374266.7	1	1	unique
SAMEA117622252	1111	ENST00000253462.8	1	1	unique
SAMEA117622252	1112	ENST00000356644.7	2	1	unique
SAMEA117622252	1113	ENST00000462790.8	1	1	unique
SAMEA117622252	1114	transcript1314.chr6.nnic	2	1	unique
SAMEA117622252	1115	ENST00000563027.2	2	1	unique
SAMEA117622252	1116	ENST00000564488.5	4	1	unique
SAMEA117622252	1117	ENST00000264824.5	8	1	unique
SAMEA117622252	1118	ENST00000567277.6	5	1	unique
SAMEA117622252	1119	ENST00000571995.6	2	1	unique
SAMEA117622252	1120	ENST00000321878.10	1	1	unique
SAMEA117622252	1121	ENST00000398473.7	1	1	unique
SAMEA117622252	1122	ENST00000573478.5	2	1	unique
SAMEA117622252	1123	ENST00000613675.5	2	1	unique
SAMEA117622252	1124	ENST00000307227.10	2	1	unique
SAMEA117622252	1125	ENST00000307227.10|ENST00000312499.6	2	2	multi
SAMEA117622252	1126	ENST00000312499.6	11	1	unique
SAMEA117622252	1127	ENST00000580729.3	8	1	unique
SAMEA117622252	1128	ENST00000331497.3	1	1	unique
SAMEA117622252	1129	ENST00000331444.12	1	1	unique
SAMEA117622252	1130	ENST00000351829.9	2	1	unique
SAMEA117622252	1131	ENST00000665667.4|ENST00000323760.11	17	2	multi
SAMEA117622252	1132	ENST00000665667.4	3	1	unique
SAMEA117622252	1133	ENST00000397938.7	3	1	unique
SAMEA117622252	1134	ENST00000323760.11	3	1	unique
SAMEA117622252	1135	ENST00000323760.11|ENST00000354473.4	1	2	multi
SAMEA117622252	1136	ENST00000354473.4	1	1	unique
SAMEA117622252	1137	ENST00000392351.8	2	1	unique
SAMEA117622252	1138	ENST00000521182.5	4	1	unique
SAMEA117622252	1139	ENST00000268896.10	2	1	unique
SAMEA117622252	1140	ENST00000592852.1	2	1	unique
SAMEA117622252	1141	ENST00000376759.8	3	1	unique
SAMEA117622252	1142	ENST00000535234.5	1	1	unique
SAMEA117622252	1143	ENST00000686490.1	1	1	unique
SAMEA117622252	1144	ENST00000369842.9	1	1	unique
SAMEA117622252	1145	ENST00000621160.5	1	1	unique
SAMEA117622252	1146	ENST00000302362.11	2	1	unique
SAMEA117622252	1147	ENST00000435822.6	22	1	unique
SAMEA117622252	1148	transcript476.chr12.nic	3	1	unique
SAMEA117622252	1149	ENST00000464889.7	1	1	unique
SAMEA117622252	1150	ENST00000698944.1	1	1	unique
SAMEA117622252	1151	ENST00000614059.4	2	1	unique
SAMEA117622252	1152	ENST00000614624.4	3	1	unique
SAMEA117622252	1153	ENST00000615315.2	2	1	unique
SAMEA117622252	1154	ENST00000404816.7|ENST00000405303.7	1	2	multi
SAMEA117622252	1155	transcript355.chr8.nic	3	1	unique
SAMEA117622252	1156	ENST00000301281.11	2	1	unique
SAMEA117622252	1157	ENST00000303904.8	91	1	unique
SAMEA117622252	1158	ENST00000627032.2	2	1	unique
SAMEA117622252	1159	ENST00000631126.2	2	1	unique
SAMEA117622252	1160	ENST00000575728.1	2	1	unique
SAMEA117622252	1161	transcript391.chr2.nnic	1	1	unique
SAMEA117622252	1162	ENST00000424471.3	3	1	unique
SAMEA117622252	1163	ENST00000640977.2	3	1	unique
SAMEA117622252	1164	ENST00000642195.1	2	1	unique
SAMEA117622252	1165	ENST00000359943.8	1	1	unique
SAMEA117622252	1166	ENST00000532872.5	2	1	unique
SAMEA117622252	1167	ENST00000350690.10	3	1	unique
SAMEA117622252	1168	transcript109.chr15.nnic	1	1	unique
SAMEA117622252	1169	ENST00000643519.1	1	1	unique
SAMEA117622252	1170	transcript822.chr7.nic	1	1	unique
SAMEA117622252	1171	ENST00000370128.9	1	1	unique
SAMEA117622252	1172	ENST00000253107.12	4	1	unique
SAMEA117622252	1173	ENST00000649044.1	5	1	unique
SAMEA117622252	1174	ENST00000704010.1	3	1	unique
SAMEA117622252	1175	ENST00000325333.10	4	1	unique
SAMEA117622252	1176	ENST00000407627.7	1	1	unique
SAMEA117622252	1177	ENST00000535788.1	62	1	unique
SAMEA117622252	1178	ENST00000714472.1	2	1	unique
SAMEA117622252	1179	ENST00000254286.9	5	1	unique
SAMEA117622252	1180	ENST00000421782.3|ENST00000535788.1	1	2	multi
SAMEA117622252	1181	ENST00000421782.3	19	1	unique
SAMEA117622252	1182	ENST00000541210.5	1	1	unique
SAMEA117622252	1183	ENST00000491272.2	21	1	unique
SAMEA117622252	1184	ENST00000252809.3	2	1	unique
SAMEA117622252	1185	ENST00000491272.2|ENST00000336714.8	1	2	multi
SAMEA117622252	1186	ENST00000336714.8	1	1	unique
SAMEA117622252	1187	ENST00000421625.6	3	1	unique
SAMEA117622252	1188	ENST00000341322.4	4	1	unique
SAMEA117622252	1189	ENST00000306125.12	1	1	unique
SAMEA117622252	1190	ENST00000254810.8	1	1	unique
SAMEA117622252	1191	ENST00000420986.6	3	1	unique
SAMEA117622252	1192	ENST00000660783.1	2	1	unique
SAMEA117622252	1193	ENST00000332780.4	1	1	unique
SAMEA117622252	1194	transcript831.chr4.nnic	369	1	unique
SAMEA117622252	1195	ENST00000344519.10	37	1	unique
SAMEA117622252	1196	transcript2294.chr1.nnic	6	1	unique
SAMEA117622252	1197	ENST00000361789.2	2	1	unique
SAMEA117622252	1198	transcript647.chr17.nnic	6	1	unique
SAMEA117622252	1199	ENST00000324106.9	1	1	unique
SAMEA117622252	1200	ENST00000377889.6	5	1	unique
SAMEA117622252	1201	ENST00000368149.3	25	1	unique
SAMEA117622252	1202	ENST00000324138.7	1	1	unique
SAMEA117622252	1203	ENST00000450253.7	3	1	unique
SAMEA117622252	1204	ENST00000375651.7	1	1	unique
SAMEA117622252	1205	ENST00000581068.5	3	1	unique
SAMEA117622252	1206	ENST00000398868.8	1	1	unique
SAMEA117622252	1207	transcript811.chr16.nic	5	1	unique
SAMEA117622252	1208	ENST00000382142.8	1	1	unique
SAMEA117622252	1209	ENST00000351986.10	4	1	unique
SAMEA117622252	1210	ENST00000240364.7	2	1	unique
SAMEA117622252	1211	ENST00000470612.5	2	1	unique
SAMEA117622252	1212	ENST00000678771.1	2	1	unique
SAMEA117622252	1213	ENST00000679008.1	2	1	unique
SAMEA117622252	1214	ENST00000605039.5	2	1	unique
SAMEA117622252	1215	ENST00000437550.2	1	1	unique
SAMEA117622252	1216	ENST00000359626.10	1	1	unique
SAMEA117622252	1217	ENST00000409658.7	1	1	unique
SAMEA117622252	1218	ENST00000376957.7	1	1	unique
SAMEA117622252	1219	ENST00000686230.3	16	1	unique
SAMEA117622252	1220	ENST00000230413.9	1	1	unique
SAMEA117622252	1221	ENST00000251303.11_1	1	1	unique
SAMEA117622252	1222	ENST00000381750.9	1	1	unique
SAMEA117622252	1223	ENST00000644371.2	1	1	unique
SAMEA117622252	1224	ENST00000426002.5	5	1	unique
SAMEA117622252	1225	ENST00000395785.7	1	1	unique
SAMEA117622252	1226	ENST00000330636.9	1	1	unique
SAMEA117622252	1227	transcript947.chr7.nic	2	1	unique
SAMEA117622252	1228	transcript370.chr4.nic	2	1	unique
SAMEA117622252	1229	ENST00000679751.1	3	1	unique
SAMEA117622252	1230	ENST00000250559.14	2	1	unique
SAMEA117622252	1231	ENST00000565096.6	1	1	unique
SAMEA117622252	1232	ENST00000484427.5|ENST00000565096.6	2	2	multi
SAMEA117622252	1233	ENST00000380026.8	2	1	unique
SAMEA117622252	1234	transcript251.chr12.nnic	5	1	unique
SAMEA117622252	1235	ENST00000478597.6	12	1	unique
SAMEA117622252	1236	ENST00000250111.9	7	1	unique
SAMEA117622252	1237	ENST00000484427.5	51	1	unique
SAMEA117622252	1238	transcript2.chr5.nnic	4	1	unique
SAMEA117622252	1239	ENST00000698961.1	2	1	unique
SAMEA117622252	1240	ENST00000699018.1	2	1	unique
SAMEA117622252	1241	ENST00000699052.1	2	1	unique
SAMEA117622252	1242	ENST00000319449.9|ENST00000414009.2	1	2	multi
SAMEA117622252	1243	ENST00000618172.5	1	1	unique
SAMEA117622252	1244	transcript327.chr11.nnic	1	1	unique
SAMEA117622252	1245	ENST00000698420.1	2	1	unique
SAMEA117622252	1246	ENST00000412435.7	1	1	unique
SAMEA117622252	1247	ENST00000649386.2	4	1	unique
SAMEA117622252	1248	ENST00000267750.9	1	1	unique
SAMEA117622252	1249	ENST00000236957.9|ENST00000649386.2	67	2	multi
SAMEA117622252	1250	transcript883.chr1.nnic	1	1	unique
SAMEA117622252	1251	transcript149.chr3.nic	68	1	unique
SAMEA117622252	1252	ENST00000236957.9|ENST00000403532.7|ENST00000649386.2	6	3	multi
SAMEA117622252	1253	ENST00000403532.7	4	1	unique
SAMEA117622252	1254	ENST00000236957.9	830	1	unique
SAMEA117622252	1255	ENST00000216146.9	5	1	unique
SAMEA117622252	1256	ENST00000469059.2	5635	1	unique
SAMEA117622252	1257	transcript541.chr20.nnic	3	1	unique
SAMEA117622252	1258	ENST00000271308.9	1	1	unique
SAMEA117622252	1259	transcript1091.chr3.nnic	6	1	unique
SAMEA117622252	1260	ENST00000248924.11	1	1	unique
SAMEA117622252	1261	ENST00000590689.1	3	1	unique
SAMEA117622252	1262	ENST00000248594.11	4	1	unique
SAMEA117622252	1263	transcript_id	4	1	unique
SAMEA117622252	1264	ENST00000361475.7	1	1	unique
SAMEA117622252	1265	transcript485.chrX.nnic	1	1	unique
SAMEA117622252	1266	ENST00000248564.6	2	1	unique
SAMEA117622252	1267	ENST00000325307.12	1	1	unique
SAMEA117622252	1268	ENST00000455385.7	1	1	unique
SAMEA117622252	1269	ENST00000706595.1	3	1	unique
SAMEA117622252	1270	ENST00000628018.2	1	1	unique
SAMEA117622252	1271	ENST00000271843.9	2	1	unique
SAMEA117622252	1272	ENST00000812545.1	2	1	unique
SAMEA117622252	1273	ENST00000247001.10	6	1	unique
SAMEA117622252	1274	ENST00000710691.1	2	1	unique
SAMEA117622252	1275	ENST00000714437.1	3	1	unique
SAMEA117622252	1276	ENST00000716865.1	2	1	unique
SAMEA117622252	1277	ENST00000263097.9	2	1	unique
SAMEA117622252	1278	ENST00000371694.7	1	1	unique
SAMEA117622252	1279	transcript2214.chr6.nnic	1	1	unique
SAMEA117622252	1280	ENST00000397375.7	1	1	unique
SAMEA117622252	1281	ENST00000379656.7	1	1	unique
SAMEA117622252	1282	ENST00000456048.5	1	1	unique
SAMEA117622252	1283	ENST00000426530.2	1	1	unique
SAMEA117622252	1284	ENST00000554222.5	1	1	unique
SAMEA117622252	1285	ENST00000749481.1	2	1	unique
SAMEA117622252	1286	ENST00000749726.1_1	2	1	unique
SAMEA117622252	1287	transcript317.chr9.nnic	47	1	unique
SAMEA117622252	1288	ENST00000593233.1	11	1	unique
SAMEA117622252	1289	ENST00000768388.1	26	1	unique
SAMEA117622252	1290	ENST00000438133.5	2	1	unique
SAMEA117622252	1291	transcript903.chr19.nnic	1	1	unique
SAMEA117622252	1292	ENST00000397826.8	1	1	unique
SAMEA117622252	1293	ENST00000492275.6	1	1	unique
SAMEA117622252	1294	ENST00000343075.7	3	1	unique
SAMEA117622252	1295	ENST00000577396.5	1	1	unique
SAMEA117622252	1296	ENST00000545648.2	1	1	unique
SAMEA117622252	1297	ENST00000368336.10	1	1	unique
SAMEA117622252	1298	ENST00000601655.5	1	1	unique
SAMEA117622252	1299	ENST00000372025.5	1	1	unique
SAMEA117622252	1300	ENST00000397054.7	3	1	unique
SAMEA117622252	1301	ENST00000380259.7	1	1	unique
SAMEA117622252	1302	ENST00000381638.7	2	1	unique
SAMEA117622252	1303	ENST00000437811.1	3	1	unique
SAMEA117622252	1304	ENST00000591401.5	1	1	unique
SAMEA117622252	1305	ENST00000813362.1	2	1	unique
SAMEA117622252	1306	ENST00000354171.13	2	1	unique
SAMEA117622252	1307	transcript2611.chr6.nic	3	1	unique
SAMEA117622252	1308	ENST00000495076.5	2	1	unique
SAMEA117622252	1309	transcript40.chr3.nic	9	1	unique
SAMEA117622252	1310	transcript40.chr3.nic|ENST00000374606.10	1	2	multi
SAMEA117622252	1311	ENST00000625477.2	2	1	unique
SAMEA117622252	1312	ENST00000372123.5	4	1	unique
SAMEA117622252	1313	ENST00000650601.1	1	1	unique
SAMEA117622252	1314	ENST00000233379.9	2	1	unique
SAMEA117622252	1315	ENST00000622833.4	3	1	unique
SAMEA117622252	1316	ENST00000481898.6	12	1	unique
SAMEA117622252	1317	ENST00000504156.7	1	1	unique
SAMEA117622252	1318	ENST00000495827.3	2	1	unique
SAMEA117622252	1319	transcript1981.chr1.nic	3	1	unique
SAMEA117622252	1320	ENST00000527986.6	3	1	unique
SAMEA117622252	1321	ENST00000368858.9	4	1	unique
SAMEA117622252	1322	ENST00000246672.4	3	1	unique
SAMEA117622252	1323	ENST00000558527.5	7	1	unique
SAMEA117622252	1324	ENST00000453791.6	1	1	unique
SAMEA117622252	1325	ENST00000643244.2	1	1	unique
SAMEA117622252	1326	ENST00000595636.1	3	1	unique
SAMEA117622252	1327	ENST00000438607.2	4	1	unique
SAMEA117622252	1328	ENST00000376629.8	1	1	unique
SAMEA117622252	1329	ENST00000579248.5	1	1	unique
SAMEA117622252	1330	ENST00000304312.5	3	1	unique
SAMEA117622252	1331	ENST00000649170.1	2	1	unique
SAMEA117622252	1332	ENST00000312469.8	1	1	unique
SAMEA117622252	1333	ENST00000679501.2	3	1	unique
SAMEA117622252	1334	ENST00000370298.9	1	1	unique
SAMEA117622252	1335	ENST00000600510.1	4	1	unique
SAMEA117622252	1336	ENST00000699166.1	1	1	unique
SAMEA117622252	1337	ENST00000380113.8	1	1	unique
SAMEA117622252	1338	ENST00000689412.3	2	1	unique
SAMEA117622252	1339	ENST00000463406.5	1	1	unique
SAMEA117622252	1340	ENST00000735827.1	3	1	unique
SAMEA117622252	1341	ENST00000429360.6	3	1	unique
SAMEA117622252	1342	transcript156.chr10.nnic	1	1	unique
SAMEA117622252	1343	transcript420.chr7.nnic	1	1	unique
SAMEA117622252	1344	ENST00000360423.12	1	1	unique
SAMEA117622252	1345	transcript1413.chr2.nic	1	1	unique
SAMEA117622252	1346	ENST00000681664.1	1	1	unique
SAMEA117622252	1347	ENST00000370211.10	1	1	unique
SAMEA117622252	1348	ENST00000463900.5	1	1	unique
SAMEA117622252	1349	ENST00000689702.2	3	1	unique
SAMEA117622252	1350	ENST00000602624.7	2	1	unique
SAMEA117622252	1351	ENST00000498238.1	2	1	unique
SAMEA117622252	1352	ENST00000429604.5	2	1	unique
SAMEA117622252	1353	ENST00000260447.6	1	1	unique
SAMEA117622252	1354	transcript762.chr7.nnic	3	1	unique
SAMEA117622252	1355	ENST00000432588.6	291	1	unique
SAMEA117622252	1356	ENST00000528838.6	4	1	unique
SAMEA117622252	1357	transcript103.chr15.nnic|ENST00000469059.2	8	2	multi
SAMEA117622252	1358	ENST00000469141.6	967	1	unique
SAMEA117622252	1359	ENST00000530349.2	23	1	unique
SAMEA117622252	1360	transcript941.chr1.nnic	31	1	unique
SAMEA117622252	1361	ENST00000400788.9|ENST00000469141.6|ENST00000469449.1	8	3	multi
SAMEA117622252	1362	ENST00000469449.1	2225	1	unique
SAMEA117622252	1363	transcript170.chr10.nnic	1	1	unique
SAMEA117622252	1364	ENST00000372874.9	1	1	unique
SAMEA117622252	1365	ENST00000369306.8	2	1	unique
SAMEA117622252	1366	ENST00000222969.10	1	1	unique
SAMEA117622252	1367	ENST00000449337.6	3	1	unique
SAMEA117622252	1368	ENST00000512088.1	1	1	unique
SAMEA117622252	1369	ENST00000256545.9	2	1	unique
SAMEA117622252	1370	ENST00000245552.7	5	1	unique
SAMEA117622252	1371	transcript2451.chr6.nic	1	1	unique
SAMEA117622252	1372	ENST00000681192.1	1	1	unique
SAMEA117622252	1373	ENST00000427217.6	4	1	unique
SAMEA117622252	1374	ENST00000465340.5	2	1	unique
SAMEA117622252	1375	ENST00000426705.6	7	1	unique
SAMEA117622252	1376	ENST00000548577.5	1	1	unique
SAMEA117622252	1377	ENST00000215980.10	8	1	unique
SAMEA117622252	1378	ENST00000409836.3	1	1	unique
SAMEA117622252	1379	ENST00000262193.7	1	1	unique
SAMEA117622252	1380	ENST00000263379.4	1	1	unique
SAMEA117622252	1381	ENST00000296215.8	1	1	unique
SAMEA117622252	1382	ENST00000377724.8	1	1	unique
SAMEA117622252	1383	ENST00000489732.2	1	1	unique
